runway_id,ident,runway_length,runway_surface
821,KHYR,5003.0,asphalt
822,KHYS,6500.0,asphalt
823,KHYX,5000.0,asphalt
824,KHZD,5500.0,asphalt
825,KHZE,5000.0,asphalt
826,KHZR,5002.0,asphalt
827,KHZY,5900.0,asphalt
828,KI23,5097.0,asphalt
829,KI43,5201.0,asphalt
830,KI58,6252.0,asphalt
831,KI63,5905.0,asphalt
832,KIAD,11501.0,grooved concrete
833,KIAG,5189.0,asphalt
834,KIAH,10000.0,asphalt
835,KIDA,9002.0,asphalt
836,KIDP,5501.0,asphalt
837,KIEN,5000.0,asphalt
838,KIER,5003.0,asphalt
839,KIFP,7520.0,asphalt
840,KIGM,6725.0,asphalt
841,KIGM,6725.0,asphalt
842,KIGM,6826.0,asphalt
843,KIJX,5000.0,asphalt
844,KIKG,5999.0,asphalt
845,KIKK,5979.0,asphalt
846,KILE,5495.0,asphalt
847,KILG,7012.0,asphalt
848,KILG,7181.0,asphalt
849,KILM,7004.0,asphalt
850,KIMM,5000.0,asphalt
851,KIMM,5000.0,asphalt
852,KIMM,5001.0,asphalt
853,KIMT,6500.0,asphalt
854,KIND,7605.0,asphalt
855,KINF,5001.0,asphalt
856,KINK,5000.0,asphalt
857,KINL,6508.0,asphalt
858,KINT,6655.0,asphalt
859,KINW,6068.0,asphalt
860,KINW,7100.0,asphalt
861,KINW,7499.0,asphalt
862,KIOB,5002.0,asphalt
863,KIPJ,5529.0,asphalt
864,KIPL,5304.0,asphalt
865,KIPT,6474.0,asphalt
866,KIRS,5200.0,asphalt
867,KISM,5000.0,asphalt
868,KISM,6000.0,asphalt
869,KISO,11500.0,asphalt
870,KISP,5034.0,asphalt
871,KISP,5186.0,asphalt
872,KISP,7006.0,asphalt
873,KISQ,5000.0,asphalt
874,KISW,5500.0,asphalt
875,KITH,6601.0,asphalt
876,KIWD,6501.0,asphalt
877,KIXA,5500.0,asphalt
878,KIXD,5130.0,asphalt
879,KIXD,7339.0,asphalt
880,KIYK,6275.0,asphalt
881,KIYK,7100.0,asphalt
882,KJAC,6300.0,asphalt
883,KJAN,8500.0,asphalt
884,KJAN,8500.0,asphalt
885,KJAS,5500.0,asphalt
886,KJBR,6200.0,asphalt
887,KJCT,5000.0,asphalt
888,KJEF,6001.0,asphalt
889,KJER,5001.0,asphalt
890,KJES,5500.0,asphalt
891,KJFK,8400.0,asphalt
892,KJFK,10000.0,grooved concrete
893,KJFK,12079.0,grooved concrete
894,KJFK,14511.0,grooved concrete
895,KJFX,5003.0,asphalt
896,KJHW,5299.0,asphalt
897,KJKA,6962.0,asphalt
898,KJLN,6500.0,asphalt
899,KJLN,6502.0,asphalt
900,KJMS,5749.0,asphalt
901,KJMS,6500.0,asphalt
902,KJNX,5500.0,asphalt
903,KJQF,7403.0,asphalt
904,KJSO,5011.0,asphalt
905,KJST,7003.0,asphalt
906,KJVL,5000.0,asphalt
907,KJVL,6701.0,asphalt
908,KJVY,5500.0,asphalt
909,KJWN,5500.0,asphalt
910,KJWY,5000.0,asphalt
911,KJXN,5344.0,asphalt
912,KJYL,5000.0,asphalt
913,KJYO,5500.0,asphalt
914,KJZP,5000.0,asphalt
915,KK20,5000.0,asphalt
916,KK22,5000.0,asphalt
917,KK24,5000.0,asphalt
918,KKNB,6193.0,asphalt
919,KL08,5011.0,asphalt
920,KL35,5850.0,asphalt
921,KL71,6027.0,asphalt
922,KL72,5930.0,asphalt
923,KLAA,5001.0,asphalt
924,KLAF,6600.0,asphalt
925,KLAL,5000.0,asphalt
926,KLAL,8500.0,asphalt
927,KLAM,5550.0,asphalt
928,KLAN,7251.0,asphalt
929,KLAR,6300.0,asphalt
930,KLAR,8500.0,asphalt
931,KLAS,9771.0,asphalt
932,KLAS,10526.0,asphalt
933,KLAS,14515.0,asphalt
934,KLBE,8222.0,asphalt
935,KLBL,5721.0,grooved concrete
936,KLBL,7105.0,asphalt
937,KLBO,5000.0,asphalt
938,KLBT,5510.0,asphalt
939,KLBX,7000.0,asphalt
940,KLCH,5200.0,asphalt
941,KLCI,5286.0,asphalt
942,KLCK,11937.0,asphalt
943,KLCQ,8002.0,asphalt
944,KLDM,5003.0,asphalt
945,KLEB,5200.0,asphalt
946,KLEB,5496.0,asphalt
947,KLEE,6300.0,asphalt
948,KLEW,5001.0,asphalt
949,KLEX,7003.0,asphalt
950,KLFK,5398.0,asphalt
951,KLFT,5399.0,asphalt
952,KLFT,7651.0,asphalt
953,KLGA,7000.0,asphalt
954,KLGA,7000.0,asphalt
955,KLGB,6192.0,asphalt
956,KLGB,10000.0,asphalt
957,KLGC,5000.0,asphalt
958,KLGC,5600.0,asphalt
959,KLGD,5600.0,asphalt
960,KLGF,6000.0,asphalt
961,KLGF,6118.0,asphalt
962,KLGU,5007.0,asphalt
963,KLGU,9010.0,asphalt
964,KLHM,6001.0,asphalt
965,KLHQ,5004.0,asphalt
966,KLHW,5000.0,asphalt
967,KLHW,5010.0,asphalt
968,KLHX,5800.0,asphalt
969,KLHX,6848.0,asphalt
970,KLHZ,5500.0,asphalt
971,KLKR,6004.0,asphalt
972,KLKV,5306.0,asphalt
973,KLLN,6110.0,asphalt
974,KLLQ,5018.0,asphalt
975,KLLR,5249.0,asphalt
976,KLMT,5162.0,asphalt
977,KLMT,5260.0,asphalt
978,KLNC,5000.0,asphalt
979,KLND,5000.0,asphalt
980,KLNN,5028.0,asphalt
981,KLNP,5280.0,asphalt
982,KLNR,5000.0,asphalt
983,KLNS,6934.0,asphalt
984,KLOL,5529.0,asphalt
985,KLOT,5697.0,asphalt
986,KLOZ,5650.0,asphalt
987,KLPR,5002.0,asphalt
988,KLQK,5002.0,asphalt
989,KLRD,7830.0,asphalt
990,KLRU,6069.0,asphalt
991,KLRU,7499.0,asphalt
992,KLRU,7499.0,asphalt
993,KLSB,5011.0,asphalt
994,KLSE,5299.0,asphalt
995,KLSE,6050.0,asphalt
996,KLSF,10000.0,asphalt
997,KLSK,5058.0,asphalt
998,KLUG,5002.0,asphalt
999,KLUK,5128.0,asphalt
1000,KLUK,6101.0,asphalt
1001,KLUL,5512.0,asphalt
1002,KLUM,5075.0,asphalt
1003,KLVK,5253.0,asphalt
1004,KLVM,5701.0,asphalt
1005,KLVS,5004.0,asphalt
1006,KLVS,8198.0,asphalt
1007,KLWB,7004.0,asphalt
1008,KLWC,5700.0,asphalt
1009,KLWL,5498.0,asphalt
1010,KLWM,5000.0,asphalt
1011,KLWS,5002.0,asphalt
1012,KLWS,6511.0,asphalt
1013,KLWT,5600.0,asphalt
1014,KLWT,6100.0,asphalt
1015,KLWV,5198.0,asphalt
1016,KLWV,5199.0,asphalt
1017,KLXV,6400.0,asphalt
1018,KLYH,5799.0,asphalt
1019,KLZU,6000.0,asphalt
1020,KM02,5001.0,asphalt
1021,KM04,5004.0,asphalt
1022,KM21,5000.0,asphalt
1023,KM22,5500.0,asphalt
1024,KM33,5000.0,asphalt
1025,KM40,5001.0,asphalt
1026,KM46,5100.0,asphalt
1027,KM54,5000.0,asphalt
1028,KM89,5000.0,asphalt
1029,KM91,5006.0,asphalt
1030,KMAE,5545.0,asphalt
1031,KMAF,8302.0,asphalt
1032,KMAF,9501.0,asphalt
1033,KMAW,5001.0,asphalt
1034,KMAW,5011.0,asphalt
1035,KMBL,5502.0,asphalt
1036,KMBS,6400.0,asphalt
1037,KMBS,8002.0,asphalt
1038,KMCB,5000.0,asphalt
1039,KMCE,5903.0,asphalt
1040,KMCI,9500.0,asphalt
1041,KMCN,5001.0,asphalt
1042,KMCN,6501.0,asphalt
1043,KMCO,9000.0,asphalt
1044,KMCW,5502.0,asphalt
1045,KMCW,6501.0,asphalt
1046,KMCZ,5000.0,asphalt
1047,KMDD,5022.0,asphalt
1048,KMDH,6506.0,asphalt
1049,KMDQ,5008.0,asphalt
1050,KMDS,5000.0,asphalt
1051,KMDT,10001.0,asphalt
1052,KMDW,5141.0,asphalt
1053,KMDW,5507.0,asphalt
1054,KMDZ,5001.0,asphalt
1055,KMEI,10003.0,asphalt
1056,KMEM,8946.0,asphalt
1057,KMEV,5300.0,asphalt
1058,KMEV,7400.0,asphalt
1059,KMEZ,5000.0,asphalt
1060,KMEZ,6000.0,asphalt
1061,KMFD,6795.0,asphalt
1062,KMFD,9001.0,asphalt
1063,KMFE,7120.0,asphalt
1064,KMFI,5000.0,asphalt
1065,KMFR,8800.0,asphalt
1066,KMFV,5004.0,asphalt
1067,KMGM,9010.0,asphalt
1068,KMGR,5129.0,asphalt
1069,KMGW,5199.0,asphalt
1070,KMGY,5000.0,asphalt
1071,KMHE,5512.0,asphalt
1072,KMHE,6700.0,asphalt
1073,KMHR,6040.0,asphalt
1074,KMHT,6850.0,asphalt
1075,KMHT,9250.0,asphalt
1076,KMHV,7050.0,asphalt
1077,KMIA,8600.0,asphalt
1078,KMIA,9354.0,asphalt
1079,KMIA,10506.0,asphalt
1080,KMIA,13000.0,asphalt
1081,KMIE,6500.0,asphalt
1082,KMIO,5020.0,asphalt
1083,KMIV,6002.0,asphalt
1084,KMIW,5006.0,asphalt
1085,KMJD,5000.0,asphalt
1086,KMJX,5949.0,asphalt
1087,KMKC,5050.0,asphalt
1088,KMKE,5868.0,asphalt
1089,KMKG,5001.0,asphalt
1090,KMKG,6501.0,asphalt
1091,KMKJ,5252.0,asphalt
1092,KMKL,6006.0,asphalt
1093,KMKT,5400.0,asphalt
1094,KMKY,5000.0,asphalt
1095,KMLB,6000.0,asphalt
1096,KMLB,10181.0,asphalt
1097,KMLC,5602.0,grooved concrete
1098,KMLF,5000.0,asphalt
1099,KMLJ,5500.0,asphalt
1100,KMLS,5624.0,asphalt
1101,KMLS,5680.0,asphalt
1102,KMLU,5000.0,asphalt
1103,KMLU,5001.0,asphalt
1104,KMMH,7000.0,asphalt
1105,KMMI,5000.0,asphalt
1106,KMML,5010.0,asphalt
1107,KMMU,5999.0,asphalt
1108,KMMV,5420.0,asphalt
1109,KMNF,5005.0,asphalt
1110,KMNM,5100.0,asphalt
1111,KMNM,6000.0,asphalt
1112,KMNN,5000.0,asphalt
1113,KMNZ,5000.0,asphalt
1114,KMOB,8521.0,asphalt
1115,KMOD,5911.0,asphalt
1116,KMOP,5000.0,asphalt
1117,KMOR,5701.0,asphalt
1118,KMOT,6350.0,asphalt
1119,KMPE,5000.0,asphalt
1120,KMPJ,5853.0,asphalt
1121,KMPV,5002.0,asphalt
1122,KMQB,5101.0,asphalt
1123,KMQS,5400.0,asphalt
1124,KMQY,5546.0,asphalt
1125,KMQY,8036.0,asphalt
1126,KMRB,5001.0,asphalt
1127,KMRB,9600.0,asphalt
1128,KMRC,6003.0,asphalt
1129,KMRF,5307.0,asphalt
1130,KMRF,6214.0,asphalt
1131,KMRJ,5000.0,asphalt
1132,KMRN,5500.0,asphalt
1133,KMRY,7616.0,asphalt
1134,KMSL,6693.0,asphalt
1135,KMSO,9501.0,asphalt
1136,KMSV,6300.0,asphalt
1137,KMSY,7001.0,asphalt
1138,KMTH,5008.0,asphalt
1139,KMTJ,7500.0,asphalt
1140,KMTJ,10000.0,asphalt
1141,KMTO,5799.0,asphalt
1142,KMTV,5002.0,asphalt
1143,KMTW,5002.0,asphalt
1144,KMVC,6016.0,asphalt
1145,KMVI,5900.0,asphalt
1146,KMVN,6498.0,asphalt
1147,KMVY,5504.0,asphalt
1148,KMWA,5000.0,asphalt
1149,KMWA,8012.0,asphalt
1150,KMWL,5996.0,asphalt
1151,KMWO,6100.0,asphalt
1152,KMYL,6107.0,asphalt
1153,KMYR,9503.0,asphalt
1154,KMYV,6006.0,asphalt
1155,KMZJ,6690.0,asphalt
1156,KMZJ,6849.0,asphalt
1157,KMZZ,6000.0,asphalt
1158,KN24,6861.0,asphalt
1159,KNEW,6880.0,asphalt
1160,KNVD,5901.0,asphalt
1161,KNYL,5710.0,asphalt
1162,KNYL,6145.0,asphalt
1163,KNYL,9239.0,asphalt
1164,KO05,5000.0,asphalt
1165,KO43,5800.0,asphalt
1166,KO46,5000.0,asphalt
1167,KOAJ,7100.0,asphalt
1168,KOAK,5458.0,asphalt
1169,KOAK,6213.0,asphalt
1170,KOAK,10000.0,asphalt
1171,KOBE,5000.0,asphalt
1172,KOCF,6907.0,asphalt
1173,KOCH,5000.0,asphalt
1174,KOCW,5000.0,asphalt
1175,KOCW,5000.0,asphalt
1176,KODO,5003.0,asphalt
1177,KODO,5703.0,asphalt
1178,KOEB,5350.0,asphalt
1179,KOEL,5000.0,asphalt
1180,KOFK,5800.0,asphalt
1181,KOFK,5800.0,asphalt
1182,KOFP,5400.0,asphalt
1183,KOGB,5401.0,asphalt
1184,KOGD,5195.0,asphalt
1185,KOGD,5600.0,asphalt
1186,KOGD,8103.0,asphalt
1187,KOGS,5200.0,asphalt
1188,KOKK,5201.0,asphalt
1189,KOKV,5500.0,asphalt
1190,KOKZ,5015.0,asphalt
1191,KOLF,5089.0,asphalt
1192,KOLM,5501.0,asphalt
1193,KOLS,7199.0,asphalt
1194,KOLV,6000.0,asphalt
1195,KONA,5199.0,asphalt
1196,KONM,5841.0,asphalt
1197,KONO,5006.0,asphalt
1198,KONP,5398.0,asphalt
1199,KONY,5096.0,asphalt
1200,KONY,5098.0,asphalt
1201,KONY,5101.0,asphalt
1202,KOPF,6800.0,asphalt
1203,KOPF,8002.0,asphalt
1204,KOPN,5701.0,asphalt
1205,KORD,5332.0,asphalt
1206,KORD,7500.0,asphalt
1207,KORD,7500.0,asphalt
1208,KORD,7500.0,grooved concrete
1209,KORD,7967.0,asphalt
1210,KORD,8075.0,asphalt
1211,KORD,9686.0,asphalt
1212,KORD,10005.0,asphalt
1213,KORD,11245.0,grooved concrete
1214,KORE,5000.0,asphalt
1215,KORE,5000.0,asphalt
1216,KORF,9001.0,asphalt
1217,KORH,5000.0,asphalt
1218,KORH,7000.0,asphalt
1219,KORL,6003.0,asphalt
1220,KOSA,5000.0,asphalt
1221,KOSC,11800.0,asphalt
1222,KOSH,6178.0,asphalt
1223,KOSU,5004.0,asphalt
1224,KOSX,5000.0,asphalt
1225,KOTG,5506.0,asphalt
1226,KOTH,5980.0,asphalt
1227,KOTM,5178.0,asphalt
1228,KOUN,5200.0,asphalt
1229,KOVE,6020.0,asphalt
1230,KOVO,5002.0,asphalt
1231,KOVS,5000.0,asphalt
1232,KOWB,5000.0,asphalt
1233,KOWB,8000.0,grooved concrete
1234,KOWP,5800.0,asphalt
1235,KOXC,5800.0,asphalt
1236,KOXI,5001.0,asphalt
1237,KOXR,5953.0,asphalt
1238,KOZA,6000.0,asphalt
1239,KOZR,5000.0,asphalt
1240,KOZW,5002.0,asphalt
1241,KP04,5929.0,asphalt
1242,KP08,5528.0,asphalt
1243,KP08,5547.0,asphalt
1244,KP13,6500.0,asphalt
1245,KP14,6698.0,asphalt
1246,KP20,6250.0,asphalt
1247,KP33,6095.0,asphalt
1248,KP33,6100.0,asphalt
1249,KPAE,9010.0,asphalt
1250,KPAH,5500.0,asphalt
1251,KPAH,6499.0,asphalt
1252,KPAN,5500.0,asphalt
1253,KPBF,5998.0,asphalt
1254,KPBH,5000.0,asphalt
1255,KPBI,6932.0,asphalt
1256,KPBI,10008.0,asphalt
1257,KPBX,5350.0,asphalt
1258,KPCW,5004.0,asphalt
1259,KPCZ,5200.0,asphalt
1260,KPDC,5000.0,asphalt
1261,KPDT,5581.0,asphalt
1262,KPDT,6300.0,asphalt
1263,KPDX,7001.0,asphalt
1264,KPDX,8000.0,asphalt
1265,KPDX,11000.0,asphalt
1266,KPEO,5500.0,asphalt
1267,KPEQ,5954.0,asphalt
1268,KPEQ,6237.0,asphalt
1269,KPGA,5950.0,asphalt
1270,KPGD,6695.0,asphalt
1271,KPGV,6500.0,asphalt
1272,KPHL,5000.0,asphalt
1273,KPHL,5460.0,asphalt
1274,KPHL,9500.0,asphalt
1275,KPHL,12000.0,asphalt
1276,KPHN,5103.0,asphalt
1277,KPHT,5001.0,asphalt
1278,KPHX,10300.0,asphalt
1279,KPIA,8003.0,asphalt
1280,KPIB,6501.0,asphalt
1281,KPIE,5165.0,asphalt
1282,KPIE,5903.0,asphalt
1283,KPIE,8800.0,asphalt
1284,KPIE,9730.0,grooved concrete
1285,KPIH,7150.0,asphalt
1286,KPIH,9060.0,asphalt
1287,KPIM,5002.0,asphalt
1288,KPIR,6887.0,asphalt
1289,KPIR,6900.0,asphalt
1290,KPKB,6781.0,asphalt
1291,KPKD,5498.0,asphalt
1292,KPKV,5004.0,asphalt
1293,KPLN,5395.0,asphalt
1294,KPLN,6512.0,asphalt
1295,KPLR,5001.0,asphalt
1296,KPMD,6000.0,grooved concrete
1297,KPMH,5006.0,asphalt
1298,KPMU,5000.0,asphalt
1299,KPNA,7100.0,asphalt
1300,KPNE,5000.0,asphalt
1301,KPNE,7000.0,asphalt
1302,KPNS,7000.0,asphalt
1303,KPNS,7004.0,asphalt
1304,KPNT,5001.0,asphalt
1305,KPOU,5001.0,asphalt
1306,KPOY,6205.0,asphalt
1307,KPPA,5866.0,asphalt
1308,KPPO,5000.0,asphalt
1309,KPQI,5994.0,asphalt
1310,KPQI,7440.0,asphalt
1311,KPQL,6500.0,asphalt
1312,KPRB,6009.0,asphalt
1313,KPRC,7550.0,asphalt
1314,KPRN,5500.0,asphalt
1315,KPRX,6002.0,asphalt
1316,KPRZ,5700.0,asphalt
1317,KPSB,5006.0,asphalt
1318,KPSB,5711.0,asphalt
1319,KPSC,7703.0,asphalt
1320,KPSC,7711.0,asphalt
1321,KPSF,5001.0,asphalt
1322,KPSK,6201.0,asphalt
1323,KPSN,5005.0,asphalt
1324,KPSO,8098.0,asphalt
1325,KPSP,10000.0,asphalt
1326,KPTB,5001.0,asphalt
1327,KPTK,5000.0,asphalt
1328,KPTK,6200.0,asphalt
1329,KPTN,5399.0,asphalt
1330,KPTS,5500.0,asphalt
1331,KPTT,5500.0,asphalt
1332,KPTV,5908.0,asphalt
1333,KPUB,8268.0,asphalt
1334,KPUB,8308.0,asphalt
1335,KPUB,10496.0,asphalt
1336,KPUC,8319.0,asphalt
1337,KPUJ,5505.0,grooved concrete
1338,KPUW,7100.0,asphalt
1339,KPVD,6081.0,asphalt
1340,KPVD,8700.0,asphalt
1341,KPVG,5350.0,asphalt
1342,KPVU,6614.0,asphalt
1343,KPVU,8599.0,asphalt
1344,KPVW,5997.0,asphalt
1345,KPWA,5000.0,asphalt
1346,KPWG,5501.0,asphalt
1347,KPWK,5000.0,asphalt
1348,KPWM,5001.0,asphalt
1349,KPWM,7200.0,asphalt
1350,KPWT,5122.0,asphalt
1351,KPWT,6000.0,asphalt
1352,KPXE,5002.0,asphalt
1353,KPYP,5500.0,asphalt
1354,KPYX,5700.0,asphalt
1355,KRAL,5401.0,asphalt
1356,KRBL,5700.0,asphalt
1357,KRBM,5000.0,asphalt
1358,KRCR,5001.0,asphalt
1359,KRDD,5067.0,asphalt
1360,KRDD,7003.0,asphalt
1361,KRDG,5151.0,asphalt
1362,KRDG,6350.0,asphalt
1363,KRDM,6998.0,asphalt
1364,KRDM,7040.0,asphalt
1365,KRDU,7500.0,asphalt
1366,KRFD,8199.0,asphalt
1367,KRGK,5011.0,asphalt
1368,KRHI,5600.0,asphalt
1369,KRHP,5500.0,asphalt
1370,KRIC,5326.0,asphalt
1371,KRIC,6607.0,asphalt
1372,KRIC,9003.0,asphalt
1373,KRID,5000.0,asphalt
1374,KRID,5500.0,asphalt
1375,KRIF,6600.0,asphalt
1376,KRIL,7000.0,asphalt
1377,KRIW,8203.0,asphalt
1378,KRKD,5007.0,asphalt
1379,KRKP,5608.0,asphalt
1380,KRKS,5223.0,asphalt
1381,KRKS,10000.0,asphalt
1382,KRMG,6000.0,asphalt
1383,KRMN,5000.0,asphalt
1384,KRNC,5000.0,asphalt
1385,KRNM,5001.0,asphalt
1386,KRNT,5382.0,asphalt
1387,KROA,5810.0,asphalt
1388,KROA,6800.0,asphalt
1389,KROC,6402.0,asphalt
1390,KROC,8001.0,asphalt
1391,KROG,6011.0,asphalt
1392,KROW,9999.0,asphalt
1393,KRPD,5700.0,asphalt
1394,KRPX,5098.0,asphalt
1395,KRQE,7000.0,asphalt
1396,KRQO,5600.0,grooved concrete
1397,KRRL,5100.0,asphalt
1398,KRRT,5400.0,asphalt
1399,KRSN,5003.0,asphalt
1400,KRSV,5109.0,asphalt
1401,KRSW,12000.0,asphalt
1402,KRTN,6328.0,asphalt
1403,KRUE,5094.0,asphalt
1404,KRUQ,5500.0,asphalt
1405,KRUT,5000.0,asphalt
1406,KRVL,5001.0,asphalt
1407,KRVS,5103.0,asphalt
1408,KRWI,7100.0,asphalt
1409,KRWL,7008.0,asphalt
1410,KRYM,6100.0,asphalt
1411,KRYN,5500.0,asphalt
1412,KRYY,6305.0,asphalt
1413,KRZR,5500.0,asphalt
1414,KRZT,5404.0,asphalt
1415,KS21,5455.0,asphalt
1416,KS24,5500.0,asphalt
1417,KS33,5089.0,asphalt
1418,KS39,5000.0,asphalt
1419,KS42,5000.0,asphalt
1420,KS52,5048.0,asphalt
1421,KS59,5000.0,asphalt
1422,KS67,5000.0,asphalt
1423,KS83,5500.0,asphalt
1424,KSAA,8800.0,asphalt
1425,KSAC,5503.0,asphalt
1426,KSAD,6015.0,asphalt
1427,KSAF,6300.0,asphalt
1428,KSAF,6307.0,asphalt
1429,KSAF,8342.0,asphalt
1430,KSAT,5519.0,asphalt
1431,KSAV,7002.0,grooved concrete
1432,KSAV,9351.0,grooved concrete
1433,KSBA,6052.0,asphalt
1434,KSBM,5000.0,asphalt
1435,KSBN,6001.0,asphalt
1436,KSBN,8412.0,asphalt
1437,KSBO,6021.0,asphalt
1438,KSBP,6100.0,asphalt
1439,KSBX,5004.0,asphalt
1440,KSBY,5000.0,asphalt
1441,KSCD,5390.0,asphalt
1442,KSCH,7000.0,asphalt
1443,KSCK,10650.0,asphalt
1444,KSCX,5502.0,asphalt
1445,KSDL,8249.0,asphalt
1446,KSDY,5705.0,asphalt
1447,KSEA,9426.0,grooved concrete
1448,KSEA,11900.0,asphalt
1449,KSEE,5342.0,asphalt
1450,KSEF,5190.0,asphalt
1451,KSER,5500.0,asphalt
1452,KSER,5502.0,asphalt
1453,KSEZ,5129.0,asphalt
1454,KSFB,9600.0,asphalt
1455,KSFM,6000.0,asphalt
1456,KSFM,6000.0,asphalt
1457,KSFO,7500.0,asphalt
1458,KSFO,8648.0,asphalt
1459,KSFO,10602.0,asphalt
1460,KSFO,11870.0,asphalt
1461,KSFQ,5007.0,asphalt
1462,KSFZ,5000.0,asphalt
1463,KSGH,5499.0,asphalt
1464,KSGJ,7996.0,asphalt
1465,KSGU,9300.0,asphalt
1466,KSHD,6002.0,asphalt
1467,KSHN,5005.0,asphalt
1468,KSHR,5039.0,asphalt
1469,KSHR,6648.0,asphalt
1470,KSHR,8300.0,asphalt
1471,KSHV,6202.0,asphalt
1472,KSHV,8351.0,asphalt
1473,KSIF,5199.0,asphalt
1474,KSIK,5502.0,asphalt
1475,KSIY,7484.0,asphalt
1476,KSJN,5322.0,asphalt
1477,KSJT,5939.0,asphalt
1478,KSJT,8049.0,asphalt
1479,KSKX,5798.0,asphalt
1480,KSLC,9596.0,asphalt
1481,KSLC,12004.0,asphalt
1482,KSLE,5145.0,asphalt
1483,KSLE,5811.0,asphalt
1484,KSLI,8000.0,asphalt
1485,KSLK,6573.0,asphalt
1486,KSLN,6510.0,asphalt
1487,KSLN,12300.0,asphalt
1488,KSLR,5001.0,grooved concrete
1489,KSME,5800.0,asphalt
1490,KSMN,5150.0,asphalt
1491,KSMS,5501.0,asphalt
1492,KSMX,5130.0,asphalt
1493,KSMX,6304.0,asphalt
1494,KSNA,5700.0,asphalt
1495,KSNK,5600.0,asphalt
1496,KSNL,5600.0,asphalt
1497,KSNS,6004.0,asphalt
1498,KSNY,6600.0,grooved concrete
1499,KSOP,5503.0,asphalt
1500,KSOW,7200.0,asphalt
1501,KSPA,5202.0,asphalt
1502,KSPB,5100.0,asphalt
1503,KSPF,6400.0,asphalt
1504,KSPI,7000.0,asphalt
1505,KSPK,5700.0,asphalt
1506,KSPS,7021.0,asphalt
1507,KSPZ,5998.0,asphalt
1508,KSQI,6500.0,asphalt
1509,KSRB,6000.0,asphalt
1510,KSRC,6008.0,asphalt
1511,KSRE,5000.0,asphalt
1512,KSRQ,5009.0,asphalt
1513,KSRQ,9500.0,asphalt
1514,KSRR,6500.0,asphalt
1515,KSRR,8099.0,asphalt
1516,KSSI,5800.0,asphalt
1517,KSTE,6028.0,asphalt
1518,KSTF,5550.0,asphalt
1519,KSTP,6711.0,asphalt
1520,KSTS,5202.0,asphalt
1521,KSTS,6000.0,asphalt
1522,KSUA,5000.0,asphalt
1523,KSUA,5826.0,asphalt
1524,KSUN,6952.0,asphalt
1525,KSUS,5000.0,asphalt
1526,KSUW,5100.0,asphalt
1527,KSUX,6600.0,asphalt
1528,KSUZ,5001.0,asphalt
1529,KSVC,6802.0,asphalt
1530,KSVH,7006.0,asphalt
1531,KSVN,11375.0,asphalt
1532,KSWF,6006.0,asphalt
1533,KSWF,11818.0,asphalt
1534,KSWO,5002.0,asphalt
1535,KSWO,7401.0,asphalt
1536,KSWW,5659.0,asphalt
1537,KSWW,5840.0,asphalt
1538,KSYI,5003.0,asphalt
1539,KSYR,7500.0,asphalt
1540,KSYR,9003.0,asphalt
1541,KSZT,5502.0,asphalt
1542,KSZY,5002.0,asphalt
1543,KT03,6230.0,asphalt
1544,KT55,5500.0,asphalt
1545,KT82,5002.0,asphalt
1546,KTAD,5498.0,asphalt
1547,KTBN,6038.0,asphalt
1548,KTBR,6000.0,asphalt
1549,KTCC,7102.0,asphalt
1550,KTCL,6499.0,asphalt
1551,KTCS,7200.0,asphalt
1552,KTDF,5826.0,asphalt
1553,KTDZ,5830.0,asphalt
1554,KTEB,6013.0,asphalt
1555,KTEB,7000.0,asphalt
1556,KTEX,6870.0,asphalt
1557,KTFP,5000.0,asphalt
1558,KTIP,5001.0,asphalt
1559,KTIW,5002.0,asphalt
1560,KTIX,5000.0,asphalt
1561,KTIX,7319.0,asphalt
1562,KTKI,7001.0,asphalt
1563,KTLH,6076.0,asphalt
1564,KTLH,8000.0,asphalt
1565,KTMA,5504.0,asphalt
1566,KTMB,5001.0,asphalt
1567,KTMK,5001.0,asphalt
1568,KTNP,5531.0,asphalt
1569,KTNT,10499.0,asphalt
1570,KTNU,5599.0,asphalt
1571,KTOI,5009.0,asphalt
1572,KTOI,5022.0,asphalt
1573,KTOL,5599.0,asphalt
1574,KTOL,10600.0,asphalt
1575,KTOP,5099.0,asphalt
1576,KTOR,5701.0,asphalt
1577,KTPH,5464.0,asphalt
1578,KTPH,7057.0,asphalt
1579,KTPL,6301.0,asphalt
1580,KTRI,8030.0,asphalt
1581,KTRK,7000.0,asphalt
1582,KTRL,5006.0,asphalt
1583,KTRM,8500.0,asphalt
1584,KTTA,6570.0,asphalt
1585,KTTD,5399.0,asphalt
1586,KTTF,5000.0,asphalt
1587,KTTN,6006.0,asphalt
1588,KTUL,6101.0,asphalt
1589,KTUP,6500.0,asphalt
1590,KTUS,7000.0,asphalt
1591,KTUS,8408.0,asphalt
1592,KTUS,10996.0,asphalt
1593,KTVC,5379.0,asphalt
1594,KTVC,6501.0,asphalt
1595,KTVF,6503.0,asphalt
1596,KTVI,5000.0,asphalt
1597,KTVI,5500.0,asphalt
1598,KTVL,8544.0,asphalt
1599,KTVR,5002.0,asphalt
1600,KTVY,6100.0,asphalt
1601,KTWF,8703.0,asphalt
1602,KTWT,5000.0,asphalt
1603,KTXK,5200.0,asphalt
1604,KTXK,6601.0,asphalt
1605,KTYL,7200.0,asphalt
1606,KTYR,5200.0,asphalt
1607,KTYR,7200.0,asphalt
1608,KTYS,9000.0,asphalt
